timestamp,Intersection_1_queue,Intersection_1_occupancy,Intersection_1_avg_speed,Intersection_2_queue,Intersection_2_occupancy,Intersection_2_avg_speed,Intersection_3_queue,Intersection_3_occupancy,Intersection_3_avg_speed,Intersection_4_queue,Intersection_4_occupancy,Intersection_4_avg_speed,Intersection_5_queue,Intersection_5_occupancy,Intersection_5_avg_speed,Intersection_6_queue,Intersection_6_occupancy,Intersection_6_avg_speed
2023-10-01 02:50:00,15,34.3,35.8,16,36.5,34.3,7,12.7,50.2,14,30.4,38.4,11,24.8,42.2,6,12.0,50.7
2023-10-01 02:55:00,18,42.0,30.7,4,6.6,54.2,11,23.9,42.7,5,8.5,53.0,22,51.7,24.2,7,14.3,49.1
2023-10-01 03:00:00,11,23.3,43.1,18,42.4,30.4,11,23.6,42.9,5,8.9,52.7,19,43.7,29.5,16,37.4,33.7
2023-10-01 03:05:00,6,12.4,50.4,29,67.9,13.4,0,0.0,60.0,3,4.4,55.7,11,22.6,43.6,9,17.7,46.9
2023-10-01 03:10:00,7,12.7,50.2,14,30.5,38.3,10,21.7,44.2,16,36.7,34.2,4,6.9,54.1,25,58.8,19.5
2023-10-01 03:15:00,15,34.8,35.5,15,33.8,36.1,11,22.7,43.6,16,35.7,34.9,20,45.1,28.6,14,31.3,37.8
2023-10-01 03:20:00,16,36.2,34.5,9,17.7,46.9,11,22.6,43.6,22,52.2,23.9,11,24.3,42.5,5,9.9,52.1
2023-10-01 03:25:00,15,33.2,36.5,1,0.0,60.0,20,46.3,27.8,7,14.8,48.8,1,0.0,59.2,9,19.6,45.6
2023-10-01 03:30:00,8,15.1,48.6,8,16.0,48.0,4,6.8,54.1,13,28.3,39.8,16,35.8,34.8,7,13.0,50.0
2023-10-01 03:35:00,13,28.6,39.6,5,8.7,52.9,7,12.7,50.2,4,5.7,54.9,18,40.5,31.7,16,37.1,34.0
2023-10-01 03:40:00,12,26.8,40.8,3,3.4,56.4,0,0.0,60.0,10,20.1,45.3,0,0.0,60.0,2,0.5,58.3
2023-10-01 03:45:00,13,28.4,39.8,22,50.9,24.7,9,17.9,46.8,8,17.3,47.1,7,12.7,50.2,3,5.0,55.4
2023-10-01 03:50:00,17,38.2,33.2,13,29.2,39.2,9,19.2,45.9,14,32.1,37.3,11,23.5,43.0,8,16.3,47.9
2023-10-01 03:55:00,13,28.5,39.7,14,30.8,38.1,8,17.5,47.0,18,40.4,31.8,16,36.2,34.6,16,35.4,35.1
2023-10-01 04:00:00,16,35.4,35.1,10,20.5,45.0,18,41.8,30.8,17,40.0,32.0,8,17.4,47.1,19,43.7,29.6
2023-10-01 04:05:00,12,26.2,41.2,11,22.6,43.6,17,38.1,33.3,6,12.6,50.3,7,12.7,50.2,20,45.9,28.1
2023-10-01 04:10:00,13,29.6,39.0,17,39.7,32.2,12,26.4,41.1,18,40.2,31.9,16,36.1,34.6,15,33.2,36.6
2023-10-01 04:15:00,15,34.7,35.6,11,24.8,42.2,9,19.7,45.6,11,24.6,42.3,9,18.2,46.6,11,24.0,42.7
2023-10-01 04:20:00,3,3.4,56.4,15,33.3,36.5,18,40.7,31.6,10,20.4,45.1,15,33.4,36.4,16,37.2,33.9
2023-10-01 04:25:00,10,20.6,45.0,10,22.4,43.8,11,25.0,42.0,7,14.7,48.9,5,8.7,52.9,5,8.2,53.3
2023-10-01 04:30:00,9,18.3,46.5,10,20.3,45.2,7,13.1,50.0,8,17.0,47.4,3,5.1,55.3,1,0.0,60.0
2023-10-01 04:35:00,8,15.9,48.2,3,4.3,55.8,1,0.0,58.9,22,51.6,24.4,16,36.8,34.2,14,32.0,37.4
2023-10-01 04:40:00,10,21.4,44.5,0,0.0,60.0,9,18.9,46.2,13,30.1,38.7,13,29.3,39.2,6,10.4,51.8
2023-10-01 04:45:00,21,48.0,26.8,10,21.7,44.3,16,36.9,34.2,13,28.2,40.0,17,39.4,32.5,11,24.6,42.4
2023-10-01 04:50:00,6,12.7,50.3,12,26.5,41.1,25,59.8,18.9,10,21.7,44.3,8,17.7,47.0,12,27.4,40.5
2023-10-01 04:55:00,17,40.2,32.0,4,6.4,54.5,12,26.6,41.0,26,62.4,17.2,7,13.8,49.6,13,29.4,39.2
2023-10-01 05:00:00,2,3.6,56.9,12,28.3,40.4,8,17.3,47.7,20,48.4,27.0,20,49.2,26.5,18,42.9,30.7
2023-10-01 05:05:00,10,23.9,43.4,13,29.7,39.5,5,11.1,51.9,8,18.1,47.3,3,6.1,55.3,17,41.4,31.7
2023-10-01 05:10:00,13,31.4,38.4,0,0.0,60.0,16,37.3,34.5,11,24.9,42.7,20,47.8,27.5,13,31.9,38.0
2023-10-01 05:15:00,16,37.9,34.1,7,15.4,49.1,2,2.6,57.6,11,25.9,42.1,20,48.9,26.7,10,22.5,44.4
2023-10-01 05:20:00,17,39.9,32.8,15,35.3,35.8,16,37.5,34.4,13,31.4,38.4,18,42.1,31.3,13,30.9,38.8
2023-10-01 05:25:00,17,41.3,31.9,15,35.2,35.9,17,41.6,31.6,8,18.8,46.8,8,19.0,46.7,9,20.4,45.8
2023-10-01 05:30:00,10,24.3,43.2,5,12.2,51.3,15,36.0,35.4,15,36.1,35.4,8,17.2,47.9,11,26.5,41.7
2023-10-01 05:35:00,10,22.7,44.3,13,32.0,38.1,11,26.3,41.9,21,51.4,25.2,11,26.5,41.8,28,68.9,13.5
2023-10-01 05:40:00,18,42.7,31.0,19,45.1,29.4,16,38.3,34.0,5,10.1,52.7,5,10.4,52.6,14,32.5,37.8
2023-10-01 05:45:00,11,27.1,41.4,17,41.6,31.8,14,32.5,37.8,6,13.0,50.8,7,15.5,49.1,15,36.7,35.0
2023-10-01 05:50:00,5,11.0,52.2,12,28.7,40.4,8,18.4,47.2,10,22.9,44.3,16,39.8,33.0,8,19.5,46.5
2023-10-01 05:55:00,6,13.3,50.7,10,23.3,44.0,24,58.0,20.9,10,23.7,43.7,16,40.0,32.9,19,45.6,29.2
2023-10-01 06:00:00,7,16.7,48.5,9,21.0,45.6,10,25.2,42.8,25,60.4,19.3,6,14.7,49.8,17,41.9,31.7
2023-10-01 06:05:00,16,38.1,34.2,15,37.7,34.5,17,42.3,31.4,19,45.7,29.2,17,40.8,32.4,17,42.2,31.5
2023-10-01 06:10:00,14,33.0,37.7,14,33.8,37.1,0,0.0,60.0,18,45.0,29.6,15,37.7,34.5,14,34.1,36.9
2023-10-01 06:15:00,17,41.4,32.1,16,40.5,32.7,20,50.2,26.2,11,27.1,41.6,22,53.7,23.9,19,46.6,28.6
2023-10-01 06:20:00,10,24.8,43.2,14,33.2,37.6,22,53.3,24.2,11,26.9,41.7,16,39.8,33.2,20,50.3,26.2
2023-10-01 06:25:00,14,33.8,37.2,18,43.7,30.6,13,31.9,38.5,4,9.7,53.3,19,47.3,28.2,14,35.7,36.0
2023-10-01 06:30:00,17,41.0,32.4,13,33.1,37.7,16,40.0,33.1,18,43.4,30.9,16,38.8,33.9,12,29.9,39.8
2023-10-01 06:35:00,11,27.2,41.7,18,43.6,30.7,16,40.2,33.0,16,39.2,33.7,19,46.5,28.8,18,45.3,29.6
2023-10-01 06:40:00,16,38.9,33.9,18,45.1,29.8,9,22.4,44.9,21,51.3,25.6,5,12.7,51.4,7,18.5,47.5
2023-10-01 06:45:00,9,22.3,45.0,8,20.2,46.4,16,40.4,32.9,12,29.1,40.5,12,30.4,39.6,9,21.5,45.6
2023-10-01 06:50:00,11,27.0,41.9,2,5.3,56.4,8,20.3,46.4,12,30.3,39.7,13,31.8,38.7,13,31.6,38.8
2023-10-01 06:55:00,11,26.9,42.0,22,55.8,22.8,9,23.5,44.3,14,35.2,36.5,12,29.0,40.6,3,6.5,55.6
2023-10-01 07:00:00,6,14.9,50.1,15,36.7,35.5,20,49.7,26.8,18,46.2,29.2,16,39.5,33.7,18,45.2,29.8
2023-10-01 07:05:00,16,40.3,33.1,3,7.3,55.2,19,47.6,28.3,4,10.9,52.7,17,42.5,31.7,7,18.5,47.6
2023-10-01 07:10:00,10,26.1,42.6,9,22.4,45.1,9,22.5,45.0,18,44.2,30.6,15,39.0,34.0,10,26.1,42.6
2023-10-01 07:15:00,13,33.5,37.7,18,44.9,30.1,9,22.3,45.2,13,33.0,38.1,12,30.6,39.6,12,30.1,40.0
2023-10-01 07:20:00,16,40.6,33.0,12,29.2,40.6,9,23.8,44.2,7,17.6,48.4,9,22.4,45.1,13,34.0,37.4
2023-10-01 07:25:00,16,40.3,33.3,10,25.9,42.8,18,44.6,30.4,1,2.3,58.6,20,50.0,26.7,11,28.4,41.2
2023-10-01 07:30:00,17,43.7,31.0,22,54.7,23.7,7,18.7,47.7,12,31.6,39.0,15,38.9,34.2,13,32.7,38.3
2023-10-01 07:35:00,13,32.3,38.6,7,18.1,48.1,15,39.1,34.0,22,55.5,23.1,7,18.5,47.8,13,32.9,38.2
2023-10-01 07:40:00,11,27.5,41.8,8,21.9,45.6,18,45.1,30.1,23,59.0,20.8,12,30.9,39.5,11,27.1,42.0
2023-10-01 07:45:00,13,32.7,38.3,15,37.1,35.4,13,32.6,38.4,15,39.2,34.0,3,7.8,55.0,9,22.3,45.3
2023-10-01 07:50:00,3,8.7,54.4,16,39.8,33.6,19,49.1,27.4,25,63.4,17.9,14,34.5,37.2,20,50.2,26.7
2023-10-01 07:55:00,5,12.3,52.0,16,41.4,32.5,11,29.4,40.5,13,33.3,37.9,12,31.0,39.5,1,2.4,58.5
2023-10-01 08:00:00,5,14.2,50.7,19,47.7,28.4,12,30.8,39.6,19,48.3,28.0,10,25.4,43.2,12,30.9,39.6
2023-10-01 08:05:00,7,19.0,47.5,14,37.0,35.5,7,19.3,47.3,11,27.2,42.0,23,57.8,21.7,10,27.0,42.2
2023-10-01 08:10:00,16,40.0,33.5,16,41.3,32.6,19,49.2,27.3,10,26.2,42.7,6,16.6,49.1,16,40.2,33.3
2023-10-01 08:15:00,8,20.3,46.6,12,30.0,40.1,9,22.4,45.2,9,23.8,44.3,18,44.5,30.5,5,12.1,52.1
2023-10-01 08:20:00,11,28.2,41.4,14,34.8,36.9,15,39.1,34.1,1,2.9,58.2,26,66.7,15.7,10,26.4,42.6
2023-10-01 08:25:00,21,53.3,24.6,14,35.4,36.5,13,32.7,38.3,21,53.1,24.7,20,49.9,26.8,13,32.2,38.6
2023-10-01 08:30:00,11,28.3,41.2,15,36.9,35.5,7,17.9,48.2,9,24.1,44.1,13,33.2,38.0,20,49.7,27.0
2023-10-01 08:35:00,18,44.6,30.3,18,45.2,30.0,10,24.4,43.8,8,21.5,45.7,6,16.6,49.1,15,38.5,34.4
2023-10-01 08:40:00,8,19.4,47.1,17,41.8,32.2,21,54.2,24.0,6,15.7,49.6,5,13.0,51.4,6,15.7,49.6
2023-10-01 08:45:00,12,30.2,39.9,13,34.0,37.4,14,36.3,35.8,12,30.2,39.9,11,27.1,42.0,10,26.0,42.7
2023-10-01 08:50:00,7,18.9,47.4,8,21.0,46.0,7,18.0,48.0,24,59.6,20.3,9,22.8,44.8,18,46.4,29.1
2023-10-01 08:55:00,11,27.9,41.4,14,34.0,37.3,15,37.6,35.0,26,64.4,17.1,9,22.2,45.2,6,15.0,50.0
2023-10-01 09:00:00,18,45.4,29.7,13,32.4,38.4,12,30.6,39.6,3,7.9,54.7,11,27.9,41.4,13,31.6,38.9
2023-10-01 09:05:00,3,6.7,55.5,14,35.5,36.3,34,84.4,5.0,11,27.3,41.7,12,31.1,39.2,13,32.5,38.3
2023-10-01 09:10:00,16,39.0,33.9,26,65.5,16.2,15,36.7,35.4,7,16.9,48.6,16,39.7,33.4,11,26.6,42.1
2023-10-01 09:15:00,14,35.8,36.0,10,24.4,43.6,11,26.5,42.2,19,47.1,28.5,6,13.7,50.8,29,72.7,11.4
2023-10-01 09:20:00,9,23.1,44.4,15,38.4,34.3,21,53.3,24.3,15,36.3,35.6,9,21.8,45.3,10,25.9,42.6
2023-10-01 09:25:00,4,10.2,53.0,19,47.9,27.9,2,4.2,57.0,9,22.3,44.9,12,29.4,40.2,16,38.6,34.1
2023-10-01 09:30:00,13,32.7,38.0,13,33.1,37.7,13,33.1,37.7,13,32.7,38.0,12,28.7,40.6,8,20.1,46.3
2023-10-01 09:35:00,10,23.5,44.1,27,66.5,15.4,25,61.4,18.8,10,24.3,43.6,24,59.0,20.4,16,39.4,33.5
2023-10-01 09:40:00,14,34.7,36.6,10,25.6,42.7,12,29.5,40.0,22,55.5,22.7,14,34.7,36.6,18,44.3,30.2
2023-10-01 09:45:00,13,31.4,38.8,15,35.9,35.7,2,5.0,56.3,16,39.2,33.5,3,6.8,55.1,9,22.2,44.9
2023-10-01 09:50:00,22,54.9,23.1,8,18.9,47.1,10,24.9,43.0,17,40.9,32.4,15,37.1,34.9,12,30.0,39.6
2023-10-01 09:55:00,11,27.1,41.6,11,25.4,42.7,21,52.5,24.6,0,0.0,60.0,16,38.8,33.7,7,17.2,48.1
2023-10-01 10:00:00,6,15.1,49.5,14,34.2,36.8,15,36.1,35.5,12,29.5,39.9,12,28.6,40.5,6,13.3,50.7
2023-10-01 10:05:00,14,33.0,37.6,18,43.0,30.9,8,17.7,47.7,25,61.5,18.5,5,12.1,51.5,19,45.8,29.0
2023-10-01 10:10:00,14,33.4,37.2,14,34.9,36.2,8,19.8,46.3,20,50.0,26.2,23,56.5,21.9,9,21.8,45.0
2023-10-01 10:15:00,21,50.3,25.9,20,48.8,26.9,9,21.6,45.1,1,2.3,58.0,6,13.9,50.2,0,0.0,60.0
2023-10-01 10:20:00,17,42.3,31.2,12,28.4,40.5,15,35.2,36.0,11,25.1,42.7,16,39.7,33.0,23,56.3,21.9
2023-10-01 10:25:00,15,35.0,36.1,10,24.7,43.0,20,49.7,26.3,5,11.6,51.7,14,32.7,37.7,8,17.6,47.7
2023-10-01 10:30:00,21,51.5,25.1,29,70.1,12.7,19,45.3,29.2,23,55.2,22.6,16,38.5,33.7,11,25.8,42.2
2023-10-01 10:35:00,5,11.5,51.7,15,35.3,35.9,15,36.2,35.2,14,33.0,37.4,23,55.0,22.7,22,54.0,23.4
2023-10-01 10:40:00,9,19.7,46.3,8,18.5,47.1,4,9.3,53.2,8,17.7,47.5,16,37.7,34.3,12,27.1,41.3
2023-10-01 10:45:00,7,15.2,49.2,8,18.7,46.9,4,9.2,53.2,13,29.7,39.6,9,20.8,45.5,11,26.7,41.6
2023-10-01 10:50:00,10,23.2,43.9,7,14.9,49.4,16,37.0,34.6,0,0.0,60.0,19,45.6,28.9,5,10.6,52.3
2023-10-01 10:55:00,4,8.3,53.8,18,43.0,30.7,4,8.8,53.5,6,12.7,50.9,9,19.5,46.3,2,4.4,56.4
2023-10-01 11:00:00,16,38.4,33.7,10,23.4,43.7,11,25.5,42.3,12,29.4,39.7,13,31.3,38.4,11,26.4,41.7
2023-10-01 11:05:00,11,25.4,42.3,13,30.7,38.8,14,33.3,37.1,17,41.5,31.7,4,9.4,53.0,14,34.2,36.5
2023-10-01 11:10:00,3,6.6,54.9,12,27.7,40.8,5,11.6,51.5,1,0.0,59.6,6,13.2,50.5,14,33.3,37.1
2023-10-01 11:15:00,6,13.4,50.3,17,39.6,32.9,6,13.3,50.4,10,22.9,44.0,13,29.4,39.7,9,21.4,45.0
2023-10-01 11:20:00,14,33.3,37.1,7,15.9,48.7,12,27.2,41.2,18,43.7,30.1,14,34.1,36.5,12,28.9,40.0
2023-10-01 11:25:00,17,41.1,31.9,6,12.4,51.0,15,36.1,35.2,3,6.7,54.8,2,3.0,57.3,1,1.0,58.6
2023-10-01 11:30:00,24,58.4,20.3,14,31.8,38.0,19,44.4,29.6,14,31.9,38.0,15,35.9,35.3,15,35.4,35.7
2023-10-01 11:35:00,30,72.1,11.1,16,37.5,34.3,16,37.5,34.2,13,29.4,39.6,7,16.1,48.5,13,30.9,38.7
2023-10-01 11:40:00,15,34.6,36.2,14,33.4,37.0,13,29.5,39.6,22,54.1,23.2,20,47.6,27.5,24,58.0,20.6
2023-10-01 11:45:00,6,13.5,50.2,7,16.2,48.4,8,17.2,47.8,11,24.9,42.6,10,23.1,43.8,12,28.5,40.2
2023-10-01 11:50:00,0,0.0,60.0,16,38.5,33.5,6,12.3,51.0,11,25.8,42.0,5,11.5,51.6,7,14.2,49.7
2023-10-01 11:55:00,14,32.4,37.7,8,17.2,47.8,9,20.7,45.4,17,41.2,31.8,13,29.5,39.6,12,27.6,40.8
2023-10-01 12:00:00,7,16.1,48.5,9,20.5,45.5,15,34.5,36.2,4,8.4,53.6,7,14.6,49.5,10,23.4,43.6
2023-10-01 12:05:00,10,22.1,44.5,7,14.2,49.8,14,33.4,37.0,11,25.0,42.5,20,47.4,27.6,15,34.9,36.0
2023-10-01 12:10:00,8,19.2,46.5,20,47.8,27.3,0,0.0,60.0,9,21.5,44.9,12,28.3,40.3,12,28.7,40.1
2023-10-01 12:15:00,11,26.2,41.7,16,37.8,34.0,7,16.6,48.2,11,26.3,41.7,11,26.1,41.8,5,9.4,52.9
2023-10-01 12:20:00,19,44.3,29.7,16,37.4,34.3,19,46.4,28.3,17,41.1,31.8,16,37.2,34.4,2,3.8,56.7
2023-10-01 12:25:00,13,30.7,38.7,20,47.1,27.8,13,29.6,39.5,15,36.7,34.8,6,13.3,50.4,14,32.3,37.7
2023-10-01 12:30:00,11,26.0,41.9,29,70.6,12.2,4,7.1,54.5,8,17.2,47.8,4,9.0,53.2,20,49.1,26.5
2023-10-01 12:35:00,6,12.9,50.7,2,2.8,57.4,26,63.7,16.7,13,30.5,38.9,15,34.5,36.2,13,29.6,39.5
2023-10-01 12:40:00,2,3.3,57.0,8,17.4,47.7,12,28.0,40.6,21,50.8,25.4,6,11.9,51.3,17,40.6,32.1
2023-10-01 12:45:00,9,21.2,45.1,8,19.2,46.4,14,34.2,36.4,7,16.0,48.6,6,12.0,51.3,18,43.7,30.1
2023-10-01 12:50:00,12,27.7,40.8,7,15.7,48.8,15,34.5,36.3,13,30.7,38.8,17,41.1,31.9,14,32.5,37.6
2023-10-01 12:55:00,23,55.1,22.5,6,12.4,51.0,10,23.0,43.9,11,25.7,42.2,15,36.4,35.0,7,16.3,48.4
2023-10-01 13:00:00,13,30.6,38.9,10,24.1,43.2,8,17.7,47.5,12,27.7,40.8,5,9.8,52.7,13,31.5,38.2
2023-10-01 13:05:00,18,43.4,30.3,5,10.4,52.3,25,60.5,19.0,2,4.2,56.5,9,19.4,46.4,19,46.8,28.1
2023-10-01 13:10:00,9,21.2,45.1,14,33.7,36.8,18,43.8,30.1,21,49.9,26.0,7,15.1,49.2,15,36.7,34.8
2023-10-01 13:15:00,5,11.0,52.0,13,29.5,39.6,17,41.1,31.9,8,17.2,47.9,23,55.4,22.4,17,40.0,32.6
2023-10-01 13:20:00,6,14.4,49.7,15,36.0,35.3,16,37.5,34.3,18,44.2,29.8,18,42.4,31.0,9,21.9,44.7
2023-10-01 13:25:00,8,18.0,47.3,15,36.5,35.0,6,13.9,50.1,9,19.6,46.3,10,22.6,44.3,11,25.9,42.1
2023-10-01 13:30:00,25,60.9,18.7,16,38.0,34.0,20,48.1,27.2,9,19.6,46.3,16,37.6,34.2,12,27.2,41.2
2023-10-01 13:35:00,7,16.7,48.2,10,23.5,43.7,7,16.4,48.4,20,47.3,27.8,4,8.7,53.5,12,28.3,40.5
2023-10-01 13:40:00,17,41.7,31.5,25,61.0,18.7,14,33.4,37.1,18,44.1,30.0,8,19.1,46.7,19,46.7,28.2
2023-10-01 13:45:00,7,15.7,48.9,14,32.8,37.5,3,4.7,56.3,14,32.4,37.8,13,30.8,38.8,0,0.0,60.0
2023-10-01 13:50:00,18,43.3,30.5,1,1.4,58.5,0,0.0,60.0,17,40.8,32.2,15,36.1,35.3,13,29.8,39.5
2023-10-01 13:55:00,15,35.2,35.9,6,14.4,49.8,14,34.2,36.6,11,25.1,42.7,12,28.0,40.8,12,28.3,40.6
2023-10-01 14:00:00,11,27.2,41.3,2,3.5,57.1,8,17.4,47.8,12,29.4,39.8,14,33.3,37.2,4,9.0,53.4
2023-10-01 14:05:00,12,29.1,40.1,13,29.9,39.5,1,0.0,59.6,8,19.8,46.3,13,30.9,38.9,16,39.8,32.9
2023-10-01 14:10:00,9,20.0,46.1,12,28.0,40.8,16,37.9,34.2,18,43.4,30.6,11,27.3,41.2,8,18.9,46.8
2023-10-01 14:15:00,15,36.6,35.1,10,22.9,44.2,25,61.7,18.3,8,19.5,46.5,11,25.5,42.5,10,24.6,43.1
2023-10-01 14:20:00,10,23.2,44.0,25,60.2,19.4,21,50.9,25.6,21,52.3,24.6,10,23.7,43.7,24,57.8,21.0
2023-10-01 14:25:00,5,11.8,51.7,16,38.4,33.9,11,26.3,42.0,11,25.5,42.6,14,33.7,37.1,19,45.3,29.3
2023-10-01 14:30:00,5,11.2,52.1,17,41.2,32.1,13,30.5,39.2,13,30.6,39.1,15,36.5,35.2,16,39.0,33.6
2023-10-01 14:35:00,14,33.1,37.5,7,16.5,48.6,18,43.8,30.4,17,41.9,31.7,14,33.5,37.3,15,36.2,35.4
2023-10-01 14:40:00,22,54.3,23.4,7,15.7,49.2,19,47.5,28.0,13,31.0,38.9,6,13.0,51.0,12,28.2,40.8
2023-10-01 14:45:00,14,33.2,37.5,13,31.3,38.7,11,25.6,42.5,11,26.3,42.1,7,15.8,49.1,25,60.8,19.1
2023-10-01 14:50:00,12,29.2,40.2,14,33.6,37.3,13,31.5,38.7,13,30.5,39.3,15,36.9,35.0,18,43.0,31.0
2023-10-01 14:55:00,14,35.4,36.1,2,3.3,57.5,15,35.6,35.9,18,44.5,30.0,22,53.2,24.2,8,19.9,46.4
2023-10-01 15:00:00,21,50.9,25.8,12,28.6,40.7,16,39.6,33.3,9,21.4,45.5,14,33.6,37.3,4,10.3,52.9
2023-10-01 15:05:00,14,34.8,36.6,13,31.7,38.6,12,29.5,40.1,12,29.6,40.0,10,25.3,42.9,16,40.0,33.1
2023-10-01 15:10:00,10,25.5,42.8,12,28.4,40.8,12,29.8,39.9,13,31.8,38.6,14,35.0,36.4,12,30.8,39.2
2023-10-01 15:15:00,20,48.4,27.5,8,19.6,46.7,21,52.5,24.8,18,44.8,29.9,6,14.8,50.0,4,10.4,52.9
2023-10-01 15:20:00,15,38.4,34.2,10,23.9,43.9,20,50.1,26.4,12,30.5,39.5,21,51.6,25.4,15,38.4,34.2
